Municipios;Sexo;Periodo;Total
18011 Alfacar;Total;2020;5.488
18011 Alfacar;Total;2019;5.400
18011 Alfacar;Total;2018;5.378
18011 Alfacar;Total;2017;5.440
18011 Alfacar;Total;2016;5.429
18011 Alfacar;Total;2015;5.445
18011 Alfacar;Total;2014;5.490
18011 Alfacar;Total;2013;5.552
18011 Alfacar;Total;2012;5.513
18011 Alfacar;Total;2011;5.508
18011 Alfacar;Total;2010;5.444
18011 Alfacar;Total;2009;5.401
18011 Alfacar;Total;2008;5.401
18011 Alfacar;Total;2007;5.316
18011 Alfacar;Total;2006;5.178
18011 Alfacar;Total;2005;5.107
18011 Alfacar;Total;2004;4.766
18011 Alfacar;Total;2003;4.525
18011 Alfacar;Total;2002;4.424
18011 Alfacar;Total;2001;4.351
18011 Alfacar;Total;2000;4.300
18011 Alfacar;Total;1999;4.333
18011 Alfacar;Total;1998;4.255
18011 Alfacar;Total;1997;""
18011 Alfacar;Total;1996;4.211
18011 Alfacar;Hombres;2022;2.833
18011 Alfacar;Hombres;2021;2.808
18011 Alfacar;Hombres;2020;2.801
18011 Alfacar;Hombres;2019;2.751
18011 Alfacar;Hombres;2018;2.735
18011 Alfacar;Hombres;2017;2.777
18011 Alfacar;Hombres;2016;2.779
18011 Alfacar;Hombres;2015;2.763
18011 Alfacar;Hombres;2014;2.794
18011 Alfacar;Hombres;2013;2.818
18011 Alfacar;Hombres;2012;2.790
18011 Alfacar;Hombres;2011;2.810
18011 Alfacar;Hombres;2010;2.776
18011 Alfacar;Hombres;2009;2.749
18011 Alfacar;Hombres;2008;2.784
18011 Alfacar;Hombres;2007;2.737
18011 Alfacar;Hombres;2006;2.654
18011 Alfacar;Hombres;2005;2.605
18011 Alfacar;Hombres;2004;2.431
18011 Alfacar;Hombres;2003;2.321
18011 Alfacar;Hombres;2002;2.264
18011 Alfacar;Hombres;2001;2.217
18011 Alfacar;Hombres;2000;2.179
18011 Alfacar;Hombres;1999;2.206
18011 Alfacar;Hombres;1998;2.154
18011 Alfacar;Hombres;1997;""
18011 Alfacar;Hombres;1996;2.138
18011 Alfacar;Mujeres;2022;2.752
18011 Alfacar;Mujeres;2021;2.689
18011 Alfacar;Mujeres;2020;2.687
18011 Alfacar;Mujeres;2019;2.649
18011 Alfacar;Mujeres;2018;2.643
18011 Alfacar;Mujeres;2017;2.663
18011 Alfacar;Mujeres;2016;2.650
18011 Alfacar;Mujeres;2015;2.682
18011 Alfacar;Mujeres;2014;2.696
18011 Alfacar;Mujeres;2013;2.734
18011 Alfacar;Mujeres;2012;2.723
18011 Alfacar;Mujeres;2011;2.698
18011 Alfacar;Mujeres;2010;2.668
18011 Alfacar;Mujeres;2009;2.652
18011 Alfacar;Mujeres;2008;2.617
18011 Alfacar;Mujeres;2007;2.579
18011 Alfacar;Mujeres;2006;2.524
18011 Alfacar;Mujeres;2005;2.502
18011 Alfacar;Mujeres;2004;2.335
18011 Alfacar;Mujeres;2003;2.204
18011 Alfacar;Mujeres;2002;2.160
18011 Alfacar;Mujeres;2001;2.134
18011 Alfacar;Mujeres;2000;2.121
18011 Alfacar;Mujeres;1999;2.127
18011 Alfacar;Mujeres;1998;2.101
18011 Alfacar;Mujeres;1997;""
18011 Alfacar;Mujeres;1996;2.073
18012 Algarinejo;Total;2022;2.436
18012 Algarinejo;Total;2021;2.440
18012 Algarinejo;Total;2020;2.467
18012 Algarinejo;Total;2019;2.520
18012 Algarinejo;Total;2018;2.591
18012 Algarinejo;Total;2017;2.677
18012 Algarinejo;Total;2016;2.734
18012 Algarinejo;Total;2015;2.813
18012 Algarinejo;Total;2014;2.875
18012 Algarinejo;Total;2013;2.943
18012 Algarinejo;Total;2012;3.029
18012 Algarinejo;Total;2011;3.413
18012 Algarinejo;Total;2010;3.552
18012 Algarinejo;Total;2009;3.705
18012 Algarinejo;Total;2008;3.817
18012 Algarinejo;Total;2007;3.957
18012 Algarinejo;Total;2006;4.078
18012 Algarinejo;Total;2005;4.184
18012 Algarinejo;Total;2004;4.268
18012 Algarinejo;Total;2003;4.335
18012 Algarinejo;Total;2002;4.751
18012 Algarinejo;Total;2001;4.801
18012 Algarinejo;Total;2000;5.269
18012 Algarinejo;Total;1999;5.265
18012 Algarinejo;Total;1998;5.269
18012 Algarinejo;Total;1997;""
18012 Algarinejo;Total;1996;5.323
18012 Algarinejo;Hombres;2022;1.253
18012 Algarinejo;Hombres;2021;1.258
18012 Algarinejo;Hombres;2020;1.275
18012 Algarinejo;Hombres;2019;1.290
18012 Algarinejo;Hombres;2018;1.333
18012 Algarinejo;Hombres;2017;1.374
18012 Algarinejo;Hombres;2016;1.405
18012 Algarinejo;Hombres;2015;1.445
18012 Algarinejo;Hombres;2014;1.471
18012 Algarinejo;Hombres;2013;1.507
18012 Algarinejo;Hombres;2012;1.547
18012 Algarinejo;Hombres;2011;1.734
18012 Algarinejo;Hombres;2010;1.792
18012 Algarinejo;Hombres;2009;1.880
18012 Algarinejo;Hombres;2008;1.954
18012 Algarinejo;Hombres;2007;2.019
18012 Algarinejo;Hombres;2006;2.086
18012 Algarinejo;Hombres;2005;2.144
18012 Algarinejo;Hombres;2004;2.183
18012 Algarinejo;Hombres;2003;2.212
18012 Algarinejo;Hombres;2002;2.406
18012 Algarinejo;Hombres;2001;2.435
18012 Algarinejo;Hombres;2000;2.701
18012 Algarinejo;Hombres;1999;2.699
18012 Algarinejo;Hombres;1998;2.693
18012 Algarinejo;Hombres;1997;""
18012 Algarinejo;Hombres;1996;2.721
18012 Algarinejo;Mujeres;2022;1.183
18012 Algarinejo;Mujeres;2021;1.182
18012 Algarinejo;Mujeres;2020;1.192
18012 Algarinejo;Mujeres;2019;1.230
18012 Algarinejo;Mujeres;2018;1.258
18012 Algarinejo;Mujeres;2017;1.303
18012 Algarinejo;Mujeres;2016;1.329
18012 Algarinejo;Mujeres;2015;1.368
18012 Algarinejo;Mujeres;2014;1.404
18012 Algarinejo;Mujeres;2013;1.436
18012 Algarinejo;Mujeres;2012;1.482
18012 Algarinejo;Mujeres;2011;1.679
18012 Algarinejo;Mujeres;2010;1.760
18012 Algarinejo;Mujeres;2009;1.825
18012 Algarinejo;Mujeres;2008;1.863
18012 Algarinejo;Mujeres;2007;1.938
18012 Algarinejo;Mujeres;2006;1.992
18012 Algarinejo;Mujeres;2005;2.040
18012 Algarinejo;Mujeres;2004;2.085
18012 Algarinejo;Mujeres;2003;2.123
18012 Algarinejo;Mujeres;2002;2.345
18012 Algarinejo;Mujeres;2001;2.366
18012 Algarinejo;Mujeres;2000;2.568
18012 Algarinejo;Mujeres;1999;2.566
18012 Algarinejo;Mujeres;1998;2.576
18012 Algarinejo;Mujeres;1997;""
18012 Algarinejo;Mujeres;1996;2.602
18013 Alhama de Granada;Total;2022;5.703
18013 Alhama de Granada;Total;2021;5.667
18013 Alhama de Granada;Total;2020;5.867
18013 Alhama de Granada;Total;2019;5.979
18013 Alhama de Granada;Total;2018;5.980
18013 Alhama de Granada;Total;2017;5.981
18013 Alhama de Granada;Total;2016;6.044
18013 Alhama de Granada;Total;2015;6.126
18013 Alhama de Granada;Total;2014;6.191
18013 Alhama de Granada;Total;2013;6.154
18013 Alhama de Granada;Total;2012;6.214
18013 Alhama de Granada;Total;2011;6.188
18013 Alhama de Granada;Total;2010;6.097
18013 Alhama de Granada;Total;2009;6.062
18013 Alhama de Granada;Total;2008;6.035
18013 Alhama de Granada;Total;2007;6.016
18013 Alhama de Granada;Total;2006;6.137
18013 Alhama de Granada;Total;2005;6.184
18013 Alhama de Granada;Total;2004;6.076
18013 Alhama de Granada;Total;2003;6.074
18013 Alhama de Granada;Total;2002;6.028
18013 Alhama de Granada;Total;2001;5.952
18013 Alhama de Granada;Total;2000;5.927
18013 Alhama de Granada;Total;1999;5.934
18013 Alhama de Granada;Total;1998;5.894
18013 Alhama de Granada;Total;1997;""
18013 Alhama de Granada;Total;1996;5.983
18013 Alhama de Granada;Hombres;2022;2.997
18013 Alhama de Granada;Hombres;2021;2.994
18013 Alhama de Granada;Hombres;2020;3.118
18013 Alhama de Granada;Hombres;2019;3.204
18013 Alhama de Granada;Hombres;2018;3.201
18013 Alhama de Granada;Hombres;2017;3.185
18013 Alhama de Granada;Hombres;2016;3.238
18013 Alhama de Granada;Hombres;2015;3.289
18013 Alhama de Granada;Hombres;2014;3.299
18013 Alhama de Granada;Hombres;2013;3.266
18013 Alhama de Granada;Hombres;2012;3.313
18013 Alhama de Granada;Hombres;2011;3.279
18013 Alhama de Granada;Hombres;2010;3.197
18013 Alhama de Granada;Hombres;2009;3.171
18013 Alhama de Granada;Hombres;2008;3.138
18013 Alhama de Granada;Hombres;2007;3.143
18013 Alhama de Granada;Hombres;2006;3.237
18013 Alhama de Granada;Hombres;2005;3.266
18013 Alhama de Granada;Hombres;2004;3.132
18013 Alhama de Granada;Hombres;2003;3.129
18013 Alhama de Granada;Hombres;2002;3.079
18013 Alhama de Granada;Hombres;2001;3.023
18013 Alhama de Granada;Hombres;2000;2.986
18013 Alhama de Granada;Hombres;1999;2.965
18013 Alhama de Granada;Hombres;1998;2.949
18013 Alhama de Granada;Hombres;1997;""
18013 Alhama de Granada;Hombres;1996;3.010
18013 Alhama de Granada;Mujeres;2022;2.706
18013 Alhama de Granada;Mujeres;2021;2.673
18013 Alhama de Granada;Mujeres;2020;2.749
18013 Alhama de Granada;Mujeres;2019;2.775
18013 Alhama de Granada;Mujeres;2018;2.779
18013 Alhama de Granada;Mujeres;2017;2.796
18013 Alhama de Granada;Mujeres;2016;2.806
18013 Alhama de Granada;Mujeres;2015;2.837
18013 Alhama de Granada;Mujeres;2014;2.892
18013 Alhama de Granada;Mujeres;2013;2.888
18013 Alhama de Granada;Mujeres;2012;2.901
18013 Alhama de Granada;Mujeres;2011;2.909
18013 Alhama de Granada;Mujeres;2010;2.900
18013 Alhama de Granada;Mujeres;2009;2.891
18013 Alhama de Granada;Mujeres;2008;2.897
18013 Alhama de Granada;Mujeres;2007;2.873
18013 Alhama de Granada;Mujeres;2006;2.900
18013 Alhama de Granada;Mujeres;2005;2.918
18013 Alhama de Granada;Mujeres;2004;2.944
18013 Alhama de Granada;Mujeres;2003;2.945
18013 Alhama de Granada;Mujeres;2002;2.949
18013 Alhama de Granada;Mujeres;2001;2.929
18013 Alhama de Granada;Mujeres;2000;2.941
18013 Alhama de Granada;Mujeres;1999;2.969
18013 Alhama de Granada;Mujeres;1998;2.945
18013 Alhama de Granada;Mujeres;1997;""
18013 Alhama de Granada;Mujeres;1996;2.973
18014 Alhendín;Total;2022;9.941
18014 Alhendín;Total;2021;9.674
18014 Alhendín;Total;2020;9.509
18014 Alhendín;Total;2019;9.349
18014 Alhendín;Total;2018;9.168
18014 Alhendín;Total;2017;8.928
18014 Alhendín;Total;2016;8.740
18014 Alhendín;Total;2015;8.503
18014 Alhendín;Total;2014;8.306
18014 Alhendín;Total;2013;8.020
18014 Alhendín;Total;2012;7.746
18014 Alhendín;Total;2011;7.362
18014 Alhendín;Total;2010;6.934
18014 Alhendín;Total;2009;6.298
18014 Alhendín;Total;2008;6.108
18014 Alhendín;Total;2007;5.755
18014 Alhendín;Total;2006;5.579
18014 Alhendín;Total;2005;5.200
18014 Alhendín;Total;2004;4.729
18014 Alhendín;Total;2003;4.506
18014 Alhendín;Total;2002;4.395
18014 Alhendín;Total;2001;4.303
18014 Alhendín;Total;2000;4.224
18014 Alhendín;Total;1999;4.223
18014 Alhendín;Total;1998;4.157
18014 Alhendín;Total;1997;""
18014 Alhendín;Total;1996;4.107
18014 Alhendín;Hombres;2022;5.018
18014 Alhendín;Hombres;2021;4.900
18014 Alhendín;Hombres;2020;4.818
18014 Alhendín;Hombres;2019;4.721
18014 Alhendín;Hombres;2018;4.630
18014 Alhendín;Hombres;2017;4.503
18014 Alhendín;Hombres;2016;4.417
18014 Alhendín;Hombres;2015;4.333
18014 Alhendín;Hombres;2014;4.256
18014 Alhendín;Hombres;2013;4.127
18014 Alhendín;Hombres;2012;3.986
18014 Alhendín;Hombres;2011;3.810
18014 Alhendín;Hombres;2010;3.587
18014 Alhendín;Hombres;2009;3.265
18014 Alhendín;Hombres;2008;3.175
18014 Alhendín;Hombres;2007;2.971
18014 Alhendín;Hombres;2006;2.874
18014 Alhendín;Hombres;2005;2.665
18014 Alhendín;Hombres;2004;2.419
18014 Alhendín;Hombres;2003;2.301
18014 Alhendín;Hombres;2002;2.234
18014 Alhendín;Hombres;2001;2.182
18014 Alhendín;Hombres;2000;2.141
18014 Alhendín;Hombres;1999;2.124
18014 Alhendín;Hombres;1998;2.098
18014 Alhendín;Hombres;1997;""
18014 Alhendín;Hombres;1996;2.061
18014 Alhendín;Mujeres;2022;4.923
18014 Alhendín;Mujeres;2021;4.774
18014 Alhendín;Mujeres;2020;4.691
18014 Alhendín;Mujeres;2019;4.628
18014 Alhendín;Mujeres;2018;4.538
18014 Alhendín;Mujeres;2017;4.425
18014 Alhendín;Mujeres;2016;4.323
18014 Alhendín;Mujeres;2015;4.170
18014 Alhendín;Mujeres;2014;4.050
18014 Alhendín;Mujeres;2013;3.893
18014 Alhendín;Mujeres;2012;3.760
18014 Alhendín;Mujeres;2011;3.552
18014 Alhendín;Mujeres;2010;3.347
18014 Alhendín;Mujeres;2009;3.033
18014 Alhendín;Mujeres;2008;2.933
18014 Alhendín;Mujeres;2007;2.784
18014 Alhendín;Mujeres;2006;2.705
18014 Alhendín;Mujeres;2005;2.535
18014 Alhendín;Mujeres;2004;2.310
18014 Alhendín;Mujeres;2003;2.205
18014 Alhendín;Mujeres;2002;2.161
18014 Alhendín;Mujeres;2001;2.121
18014 Alhendín;Mujeres;2000;2.083
18014 Alhendín;Mujeres;1999;2.099
18014 Alhendín;Mujeres;1998;2.059
18014 Alhendín;Mujeres;1997;""
18014 Alhendín;Mujeres;1996;2.046
18015 Alicún de Ortega;Total;2022;458
18015 Alicún de Ortega;Total;2021;468
18015 Alicún de Ortega;Total;2020;471
18015 Alicún de Ortega;Total;2019;480
18015 Alicún de Ortega;Total;2018;475
18015 Alicún de Ortega;Total;2017;495
18015 Alicún de Ortega;Total;2016;511
18015 Alicún de Ortega;Total;2015;523
18015 Alicún de Ortega;Total;2014;529
18015 Alicún de Ortega;Total;2013;506
18015 Alicún de Ortega;Total;2012;500
18015 Alicún de Ortega;Total;2011;528
18015 Alicún de Ortega;Total;2010;520
18015 Alicún de Ortega;Total;2009;526
18015 Alicún de Ortega;Total;2008;539
18015 Alicún de Ortega;Total;2007;555
18015 Alicún de Ortega;Total;2006;561
18015 Alicún de Ortega;Total;2005;563
18015 Alicún de Ortega;Total;2004;586
18015 Alicún de Ortega;Total;2003;609
18015 Alicún de Ortega;Total;2002;637
18015 Alicún de Ortega;Total;2001;652
18015 Alicún de Ortega;Total;2000;672
18015 Alicún de Ortega;Total;1999;719
18015 Alicún de Ortega;Total;1998;727
18015 Alicún de Ortega;Total;1997;""
18015 Alicún de Ortega;Total;1996;783
18015 Alicún de Ortega;Hombres;2022;232
18015 Alicún de Ortega;Hombres;2021;233
18015 Alicún de Ortega;Hombres;2020;235
18015 Alicún de Ortega;Hombres;2019;238
18015 Alicún de Ortega;Hombres;2018;235
18015 Alicún de Ortega;Hombres;2017;248
18015 Alicún de Ortega;Hombres;2016;261
18015 Alicún de Ortega;Hombres;2015;273
18015 Alicún de Ortega;Hombres;2014;272
18015 Alicún de Ortega;Hombres;2013;263
18015 Alicún de Ortega;Hombres;2012;272
18015 Alicún de Ortega;Hombres;2011;287
18015 Alicún de Ortega;Hombres;2010;283
18015 Alicún de Ortega;Hombres;2009;283
18015 Alicún de Ortega;Hombres;2008;289
18015 Alicún de Ortega;Hombres;2007;295
18015 Alicún de Ortega;Hombres;2006;300
18015 Alicún de Ortega;Hombres;2005;298
18015 Alicún de Ortega;Hombres;2004;310
18015 Alicún de Ortega;Hombres;2003;326
18015 Alicún de Ortega;Hombres;2002;338
18015 Alicún de Ortega;Hombres;2001;343
18015 Alicún de Ortega;Hombres;2000;356
18015 Alicún de Ortega;Hombres;1999;380
18015 Alicún de Ortega;Hombres;1998;389
18015 Alicún de Ortega;Hombres;1997;""
18015 Alicún de Ortega;Hombres;1996;406
18015 Alicún de Ortega;Mujeres;2022;226
18015 Alicún de Ortega;Mujeres;2021;235
18015 Alicún de Ortega;Mujeres;2020;236
18015 Alicún de Ortega;Mujeres;2019;242
18015 Alicún de Ortega;Mujeres;2018;240
18015 Alicún de Ortega;Mujeres;2017;247
18015 Alicún de Ortega;Mujeres;2016;250
18015 Alicún de Ortega;Mujeres;2015;250
18015 Alicún de Ortega;Mujeres;2014;257
18015 Alicún de Ortega;Mujeres;2013;243
18015 Alicún de Ortega;Mujeres;2012;228
18015 Alicún de Ortega;Mujeres;2011;241
18015 Alicún de Ortega;Mujeres;2010;237
18015 Alicún de Ortega;Mujeres;2009;243
18015 Alicún de Ortega;Mujeres;2008;250
18015 Alicún de Ortega;Mujeres;2007;260
18015 Alicún de Ortega;Mujeres;2006;261
18015 Alicún de Ortega;Mujeres;2005;265
18015 Alicún de Ortega;Mujeres;2004;276
18015 Alicún de Ortega;Mujeres;2003;283
18015 Alicún de Ortega;Mujeres;2002;299
18015 Alicún de Ortega;Mujeres;2001;309
18015 Alicún de Ortega;Mujeres;2000;316
18015 Alicún de Ortega;Mujeres;1999;339
18015 Alicún de Ortega;Mujeres;1998;338
18015 Alicún de Ortega;Mujeres;1997;""
18015 Alicún de Ortega;Mujeres;1996;377
18016 Almegíjar;Total;2022;328
18016 Almegíjar;Total;2021;330
18016 Almegíjar;Total;2020;337
18016 Almegíjar;Total;2019;365
18016 Almegíjar;Total;2018;346
18016 Almegíjar;Total;2017;362
18016 Almegíjar;Total;2016;377
18016 Almegíjar;Total;2015;376
18016 Almegíjar;Total;2014;361
18016 Almegíjar;Total;2013;377
18016 Almegíjar;Total;2012;413
18016 Almegíjar;Total;2011;427
18016 Almegíjar;Total;2010;401
18016 Almegíjar;Total;2009;392
18016 Almegíjar;Total;2008;409
18016 Almegíjar;Total;2007;412
18016 Almegíjar;Total;2006;421
18016 Almegíjar;Total;2005;435
18016 Almegíjar;Total;2004;445
18016 Almegíjar;Total;2003;405
18016 Almegíjar;Total;2002;396
18016 Almegíjar;Total;2001;414
18016 Almegíjar;Total;2000;427
18016 Almegíjar;Total;1999;420
18016 Almegíjar;Total;1998;430
18016 Almegíjar;Total;1997;""
18016 Almegíjar;Total;1996;430
18016 Almegíjar;Hombres;2022;156
18016 Almegíjar;Hombres;2021;161
18016 Almegíjar;Hombres;2020;164
18016 Almegíjar;Hombres;2019;184
18016 Almegíjar;Hombres;2018;186
18016 Almegíjar;Hombres;2017;199
18016 Almegíjar;Hombres;2016;208
18016 Almegíjar;Hombres;2015;207
18016 Almegíjar;Hombres;2014;204
18016 Almegíjar;Hombres;2013;206
18016 Almegíjar;Hombres;2012;222
18016 Almegíjar;Hombres;2011;229
18016 Almegíjar;Hombres;2010;211
18016 Almegíjar;Hombres;2009;202
18016 Almegíjar;Hombres;2008;212
18016 Almegíjar;Hombres;2007;214
18016 Almegíjar;Hombres;2006;213
18016 Almegíjar;Hombres;2005;216
18016 Almegíjar;Hombres;2004;224
18016 Almegíjar;Hombres;2003;205
18016 Almegíjar;Hombres;2002;205
18016 Almegíjar;Hombres;2001;213
18016 Almegíjar;Hombres;2000;219
18016 Almegíjar;Hombres;1999;213
18016 Almegíjar;Hombres;1998;217
18016 Almegíjar;Hombres;1997;""
18016 Almegíjar;Hombres;1996;217
18016 Almegíjar;Mujeres;2022;172
18016 Almegíjar;Mujeres;2021;169
18016 Almegíjar;Mujeres;2020;173
18016 Almegíjar;Mujeres;2019;181
18016 Almegíjar;Mujeres;2018;160
18016 Almegíjar;Mujeres;2017;163
18016 Almegíjar;Mujeres;2016;169
18016 Almegíjar;Mujeres;2015;169
18016 Almegíjar;Mujeres;2014;157
18016 Almegíjar;Mujeres;2013;171
18016 Almegíjar;Mujeres;2012;191
18016 Almegíjar;Mujeres;2011;198
18016 Almegíjar;Mujeres;2010;190
18016 Almegíjar;Mujeres;2009;190
18016 Almegíjar;Mujeres;2008;197
18016 Almegíjar;Mujeres;2007;198
18016 Almegíjar;Mujeres;2006;208
18016 Almegíjar;Mujeres;2005;219
18016 Almegíjar;Mujeres;2004;221
18016 Almegíjar;Mujeres;2003;200
18016 Almegíjar;Mujeres;2002;191
18016 Almegíjar;Mujeres;2001;201
18016 Almegíjar;Mujeres;2000;208
18016 Almegíjar;Mujeres;1999;207
18016 Almegíjar;Mujeres;1998;213
18016 Almegíjar;Mujeres;1997;""
18016 Almegíjar;Mujeres;1996;213
18017 Almuñécar;Total;2022;26.748
18017 Almuñécar;Total;2021;25.890
18017 Almuñécar;Total;2020;25.927
18017 Almuñécar;Total;2019;26.514
18017 Almuñécar;Total;2018;26.377
18017 Almuñécar;Total;2017;27.135
18017 Almuñécar;Total;2016;27.397
18017 Almuñécar;Total;2015;27.391
18017 Almuñécar;Total;2014;27.195
18017 Almuñécar;Total;2013;25.586
18017 Almuñécar;Total;2012;27.703
18017 Almuñécar;Total;2011;27.754
18017 Almuñécar;Total;2010;27.703
18017 Almuñécar;Total;2009;27.696
18017 Almuñécar;Total;2008;27.544
18017 Almuñécar;Total;2007;27.076
18017 Almuñécar;Total;2006;26.264
18017 Almuñécar;Total;2005;24.713
18017 Almuñécar;Total;2004;23.073
18017 Almuñécar;Total;2003;23.378
18017 Almuñécar;Total;2002;22.030
18017 Almuñécar;Total;2001;21.623
18017 Almuñécar;Total;2000;21.275
18017 Almuñécar;Total;1999;21.170
18017 Almuñécar;Total;1998;20.997
18017 Almuñécar;Total;1997;""
18017 Almuñécar;Total;1996;21.472
18017 Almuñécar;Hombres;2022;13.268
18017 Almuñécar;Hombres;2021;12.769
18017 Almuñécar;Hombres;2020;12.783
18017 Almuñécar;Hombres;2019;13.079
18017 Almuñécar;Hombres;2018;13.032
18017 Almuñécar;Hombres;2017;13.452
18017 Almuñécar;Hombres;2016;13.589
18017 Almuñécar;Hombres;2015;13.558
18017 Almuñécar;Hombres;2014;13.452
18017 Almuñécar;Hombres;2013;12.605
18017 Almuñécar;Hombres;2012;13.708
18017 Almuñécar;Hombres;2011;13.729
18017 Almuñécar;Hombres;2010;13.681
18017 Almuñécar;Hombres;2009;13.677
18017 Almuñécar;Hombres;2008;13.662
18017 Almuñécar;Hombres;2007;13.374
18017 Almuñécar;Hombres;2006;12.959
18017 Almuñécar;Hombres;2005;12.174
18017 Almuñécar;Hombres;2004;11.397
18017 Almuñécar;Hombres;2003;11.564
18017 Almuñécar;Hombres;2002;10.865
18017 Almuñécar;Hombres;2001;10.673
18017 Almuñécar;Hombres;2000;10.498
18017 Almuñécar;Hombres;1999;10.444
18017 Almuñécar;Hombres;1998;10.367
18017 Almuñécar;Hombres;1997;""
18017 Almuñécar;Hombres;1996;10.561
18017 Almuñécar;Mujeres;2022;13.480
18017 Almuñécar;Mujeres;2021;13.121
18017 Almuñécar;Mujeres;2020;13.144
18017 Almuñécar;Mujeres;2019;13.435
18017 Almuñécar;Mujeres;2018;13.345
18017 Almuñécar;Mujeres;2017;13.683
18017 Almuñécar;Mujeres;2016;13.808
18017 Almuñécar;Mujeres;2015;13.833
18017 Almuñécar;Mujeres;2014;13.743
18017 Almuñécar;Mujeres;2013;12.981
18017 Almuñécar;Mujeres;2012;13.995
18017 Almuñécar;Mujeres;2011;14.025
18017 Almuñécar;Mujeres;2010;14.022
18017 Almuñécar;Mujeres;2009;14.019
18017 Almuñécar;Mujeres;2008;13.882
18017 Almuñécar;Mujeres;2007;13.702
